Std,ID,Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,Desc,HV
ISO,F4F0FD3528164BD897DD368AACF045A3,EN 35S20,,600,380,16,,206000,80000,0.3,7860,,Free-cutting steel,
ISO,2359822D08374A14AEAC8432CABC6368,EN FeP01,,270,280 max,28,,206000,80000,0.3,7860,,Free-drawing steel,
ISO,82DF1CA802884945B54A82F2CFC6D891,EN FeP03,,270,240 max,34,,206000,80000,0.3,7860,,Free-drawing steel,
ISO,D57E257F20CC4F3DB3C766A4F7B51221,EN FeP04,,270,210 max,38,,206000,80000,0.3,7860,,Free-drawing steel,
ISO,F92198DE0ED749308B904B22BBEBE22C,EN SPT360,,360,225,25,,206000,80000,0.3,7860,,Structural steel,
ISO,E48404E001CF43F9B48E42EB671272FC,EN P235GH,,360,225,25,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,24ED149DAF5B4988826EBF57B3A53590,EN S235JRG1,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
ISO,E867DB190E844FD58E36AC64A5DD4DED,EN S235JRH,,340,225,25,,206000,80000,0.3,7860,,Structural steel,
ISO,B19F417B0D49482894D537ACFA71F976,EN S235JRG2,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
ISO,A2F1B53665C8413086A382EFE8238CBB,EN S235JO,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
ISO,F32C3857F49E41BBB911D5E2D8D40CC5,EN P265GH,,410,225,23,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,AC460D935EF54A9B88544FF810BD1127,EN S275JR,,410,265,22,,206000,80000,0.3,7860,,Structural steel,
ISO,B702F127F2BD4D03822DCF4B71355EBA,EN S275J2G3,,410,265,22,,206000,80000,0.3,7860,,Structural steel,
ISO,5629EF30DC784A16AE998B1A860066ED,EN S275J2HG3,,410,265,22,,206000,80000,0.3,7860,,Structural steel,
ISO,5956B716EA90473BB8CD79EBBA38A779,EN S355J2G3,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,1C81E13E28824277BCC51C99C665B3F1,EN S355J2H,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,9A5EEA78B8C14D61B4EE2CB2908018F1,EN S355JO,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,9CCC3DAD75EA47879D9C634F3C48AFAA,EN S355JOH,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,A2C9F6CFB1C64788AE9E9A1F48206388,EN SPT410,,410,255,22,,206000,80000,0.3,7860,,Structural steel,
ISO,F222CC331504467C8FC3DED0D9B0D843,EN SPT510,,510,345,21,,206000,80000,0.3,7860,,Structural steel,
ISO,2B754C3F930944EB92E1F860BE17AE2D,EN E295,,470,285,20,,206000,80000,0.3,7860,313,Structural steel,141
ISO,0F901471E39B4891863A49A876874220,EN E355,,570,325,16,,206000,80000,0.3,7860,375,Structural steel,169
ISO,60F32C738B964275A206F1CDDB9E291A,EN E360,,690,355,11,,206000,80000,0.3,7860,437,Structural steel,197
ISO,21A99E435BE5406FBD43A8D870020848,EN C10E,,420,300,16,,206000,80000,0.3,7860,,Case-hardening steel,
ISO,BAB2983F5C3D4658BFDE28DA81DC16AD,EN C15E,,440,340,11,,206000,80000,0.3,7860,,Case-hardening steel,
ISO,19C0B804086E42DCA10491BBA2E04E29,EN C22,,470,290,22,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,6E2D944DEC174D3984DC0A4923F5ABCD,EN C25,,500,320,21,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,3462EA1A413645BBB857E19ABBC57EB6,EN C30,,550,350,20,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,BCAC6F7D033F427A9F51BDF5E1B11110,EN C35,,600,380,16,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,4A96FF894F654FB0B944B469C389931C,EN C40,,630,400,18,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,59270565A38948478C6D8908A576BF84,EN C45,heat treated,650,430,16,,206000,80000,0.3,7860,426,Heat-treatment steel,192
ISO,6BE8C9461500420CB32736314D3608A9,EN C50,heat treated,700,460,15,,206000,80000,0.3,7860,441,Heat-treatment steel,198
ISO,25F60F5027F64ABD96BE506602BB5A5E,EN C55,heat treated,750,490,14,,206000,80000,0.3,7860,455,Heat-treatment steel,204
ISO,A25081F726314001A5D36C23DEE74CA4,EN C60,heat treated,800,520,13,,206000,80000,0.3,7860,470,Heat-treatment steel,210
ISO,A440B59F68984EA88F7957FF9D662A2B,EN P295GH,,460,290,22,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,44FA255DF890439D961E244436E4969E,EN 28Mn6,heat treated,700,490,15,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,790806754D444BFEAA270708FB544444,EN 17Cr3,,580,340,14,,206000,80000,0.3,7860,,Case-hardening steel,
ISO,01BA5F53481940D0A5472EB0DF9E9F55,EN 34Cr4,heat treated,800,590,14,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,45BEEAA4F7914080B610CE7A8A8BCEDC,EN 37Cr4,heat treated,850,630,13,,206000,80000,0.3,7860,600,Heat-treatment steel,277
ISO,6010A1DFDADE4F03BA3FBDC0D3743683,EN 41Cr4,heat treated,900,660,12,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,520C06A6BAB7439B8335B6170049C40A,EN 16MnCr5,case-hardened,900,680,10,,206000,80000,0.3,7860,1300,Case-hardening steel,670
ISO,2B15DBCE29724F739A0F67692F662FA3,EN 20MnCr5,case-hardened,980,680,8,,206000,80000,0.3,7860,1300,Case-hardening steel,670
ISO,55F02C7175BB4845A98758D361C2DD62,EN 16Mo3,,440,270,24,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,BC9250FA8B204C1894D25E6B79ACA72A,EN 13CrMo4,,450,295,20,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,2760A1BEAFA9492B8B06FB6DAEAB7F83,EN 25CrMo4,heat treated,800,600,14,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,89AD3D8E0A2A430595FA4AEA998A69EA,EN 34CrMo4,heat treated,900,650,12,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,C36A98E5588B41A6A12422AB1D7CF844,EN 42CrMo4,heat treated,1000,770,11,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,710299537A334320A3623E59BE751871,EN S355J2G1W,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,F2F8DEF8BD324DEA959210CB6A4E7838,EN S355J0WP,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
ISO,80AB7648AEA6445694F13226AAEFEC7F,EN 51CrV4,case-hardened,900,700,11,,206000,80000,0.3,7860,1210,Hardening steel,610
ISO,DB99A908C8D14C87975F5147B9BD5A77,EN 10CrMo9-10,,480,300,18,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,9E37EDFEFC1445C483AC30C6DEDC766B,EN 11CrMo9-10,,520,310,18,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,138D812F07AB416AB463791CA7C491A8,EN 16NiCr4,case-hardened,835,590,12,,206000,80000,0.3,7860,1300,Case-hardening steel,670
ISO,A5C812CE42D3462D81098CB51D036BCC,EN 12Ni14,,490,355,22,,206000,80000,0.3,7860,,Structural steel,
ISO,7E6C75AFF57641F3882DA131FD622FFA,EN 34CrNiMo6,heat treated,1100,900,10,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,F174A00FB10040D99872BF866444261C,EN 30CrNiMo8,heat treated,1250,1050,9,,206000,80000,0.3,7860,,Heat-treatment steel,
ISO,496C02F7442541748CB71233A0054097,EN 12Ni19,,530,390,20,,206000,80000,0.3,7860,,Structural steel,
ISO,5F97BDB4F65940518B5BF4F8E5B7B0EC,EN X8Ni9,,680,585,18,,206000,80000,0.3,7860,,Structural steel,
ISO,B2A1E48B0B204BE3BD65A6EB30A85ACF,EN X6Cr13,,400,230,20,,206000,80000,0.3,7860,,Stainless steel,
ISO,AC514ACF5FCF432282E33AF0F6930DEA,EN X12Cr13,,650,450,15,,206000,80000,0.3,7860,,Stainless steel,
ISO,6434334227E24F6CA2347FAD0502F8C0,EN X20Cr13,,700,500,13,,206000,80000,0.3,7860,,Stainless steel,
ISO,71CC033017AD404C828F702B905F4AC6,EN X30Cr13,,850,650,10,,206000,80000,0.3,7860,,Stainless steel,
ISO,1D71BBCEC2EE4490A4500D136C6828D4,EN X6Cr17,,400,240,20,,206000,80000,0.3,7860,,Stainless steel,
ISO,84F6ACBFC0CF4E6395B4F92CEB11423C,EN X17CrNi16-2,,800,600,14,,206000,80000,0.3,7860,,Stainless steel,
ISO,E26A226C50574AF59134D7BF3619B1F1,EN X5CrNi18-10,,500,190,45,,206000,80000,0.3,7860,,Stainless steel,
ISO,57B4505C99E049FC9551AB6962801497,EN X8CrNiS18-9,,500,190,35,,206000,80000,0.3,7860,,Stainless steel,
ISO,CBEEB275FD574B04914F167DF935366F,EN X6CrNiTi18-10,,500,190,40,,206000,80000,0.3,7860,,Heat-resisting stainless steel,
ISO,5A3646F7BBF141709D8ACEC6AE99C79E,EN X2CrNi19-11,,460,180,45,,206000,80000,0.3,7860,,Stainless steel,
ISO,3F9F152CE7BF46A897B3DEA95585BDBC,EN X2CrNiN18-10,,550,270,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,E003D30CA9ED48C78FCFAEB28908072A,EN X5CrNiMo17-12-2,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,636E51C0C9354CACBC643A0A7A6A81BF,EN X6CrNiMoTi17-12-2,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,2225ECE949314512BF5694EBA0B416A5,EN X2CrNiMo17-12-2,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,1A51255F5CEB4DB1A073AD308BFFE364,EN X2CrNiMo18-14-3,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,9791D8528C314FC3BD027CF5B06A8D8F,EN X3CrNiMo17-13-3,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,EF3968EC9BF84123A771E664ACC429DE,EN X2CrNiMoN17-11-2,,580,280,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,75051A164E174F6892A8FFD577FC2D7E,EN X2CrNiMoN17-13-3,,580,280,40,,206000,80000,0.3,7860,,Stainless steel,
ISO,81FBB357C50744B6B1CBF90E2379491C,EN X2CrNiMoN22-5-3,,650,450,25,,206000,80000,0.3,7860,,Heat-resistant steel,
ISO,9B95B62720FB45BE8832AF1F00A62242,EN X12CrMnNiN18-9-5,,680,320,45,,206000,80000,0.3,7860,,Stainless steel,
ISO,C0F4154C89784069A14C9A32F2CBDD04,Grey cast iron,,150,150,,,85000,34000,0.25,7160,270,Grey cast iron,190
ISO,2C467C9CBA4F449AA13EC0116C8974AA,Grey cast iron,,200,200,,,85000,34000,0.25,7160,340,Grey cast iron,210
ISO,E5E86B5128584526A180C027C62AB562,Grey cast iron,,250,250,,,85000,34000,0.25,7160,400,Grey cast iron,230
ISO,DB4673C07A114B05B9607EC42694CE8F,Grey cast iron,,300,300,,,85000,34000,0.25,7160,460,Grey cast iron,250
ISO,AB6B9B6C0CA4463FACAE9329194C4A1E,Grey cast iron,,350,350,,,85000,34000,0.25,7160,520,Grey cast iron,260
ISO,7DBFB04C1FC64CEDBA13D0E270AC81E7,Nodular cast iron,,500,320,,,169000,70000,0.2,7160,400,Nodular cast iron,180
ISO,116555FA870F415AA8C737D5FCC805E2,Nodular cast iron,,600,370,,,169000,70000,0.2,7160,480,Nodular cast iron,210
ISO,7E6649032AB14C3F9230505A8676E601,Nodular cast iron,,700,420,,,169000,70000,0.2,7160,560,Nodular cast iron,230
ISO,D3F1A1C807034BC0A534DE04E49756D0,Nodular cast iron,,800,480,,,169000,70000,0.2,7160,600,Nodular cast iron,240
ISO,0523743E36A34D3D86DBD2082B086F59,Malleable cast iron,,400,180,4,,160000,64000,0.27,7160,300,Malleable cast iron,220
ISO,4E3DCEFBB9204870B94C71AD5222F168,Malleable cast iron,,500,260,4,,160000,64000,0.27,7160,370,Malleable cast iron,230
DIN,FE7FF532746E4CF5844BA08CE3E023C5,DIN 9SMn28,,460,375,8,,206000,80000,0.3,7860,,Free-cutting steel,
DIN,2C6DEC2C54214F3C90940A36A525637B,DIN 10S2O,,460,355,9,,206000,80000,0.3,7860,,Free-cutting steel,
DIN,5B4E7DF92C2643898F27C68CFE64005F,DIN 35S20,,580,365,16,,206000,80000,0.3,7860,,Free-cutting steel,
DIN,753D817841D24C27A3E927D2FF411722,DIN USt1303,,270,250 max,34,,206000,80000,0.3,7860,,Structural deep-drawing steel,
DIN,DAF3736C7E6D423EBFF65DE11BE3BE0A,DIN St1405,,270,210 max,38,,206000,80000,0.3,7860,,Structural deep-drawing steel,
DIN,2DD721EBB06240B69DACC272CB8505D3,DIN St1203,,270,280 max,28,,206000,80000,0.3,7860,,Structural deep-drawing steel,
DIN,153048B527FE42908AB60A008FAA0F44,DIN USt34-2,,330,195,28,,206000,80000,0.3,7860,,Structural steel,
DIN,5036373A6396468E901409826B62E7D6,DIN St34-2BK,,410,320,6,,206000,80000,0.3,7860,,Structural steel,
DIN,46D4E5EB4CDB47AB839368AC95D7AF58,DIN St37.0,,350,225,25,,206000,80000,0.3,7860,,Structural steel,
DIN,95C62314D552429FA1095D4F802F99A6,DIN HI,,360,225,25,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,6CA0A8468F464BE3A8AE9D2C9DDDCAB3,DIN St37-2,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
DIN,92592623D229456BAC231D80C7CDBBCB,DIN St37-2BK,,440,350,6,,206000,80000,0.3,7860,,Structural steel,
DIN,47CC051C3B764C7E85720C46AD2EBC1C,DIN RSt37-2,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
DIN,460865409E8F4CA695EAEF6780D22D29,DIN St37-3,,340,225,26,,206000,80000,0.3,7860,,Structural steel,
DIN,C8ED00D82DF54A9D96C357AF4F8EAF41,DIN HII,,410,255,23,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,1291522DB47944A086849FC9279F7C26,DIN St44-2,,410,265,22,,206000,80000,0.3,7860,,Structural steel,
DIN,060B53CEBC6148B48B83E603E5F55686,DIN St44.0,,420,265,21,,206000,80000,0.3,7860,,Structural steel,
DIN,B800C69322CC4B758C436882825C2998,DIN St44-3,,410,265,22,,206000,80000,0.3,7860,,Structural steel,
DIN,DE3BBE82780444C4A14D8D940120CBB4,DIN St50-2,,470,285,20,,206000,80000,0.3,7860,313,Structural steel,141
DIN,9D142F88A1334581B35A1C9D8B1F8649,DIN St52-3,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
DIN,E8C08C4798D6433B93782FE4443B80D3,DIN St52.0,,500,345,21,,206000,80000,0.3,7860,,Structural steel,
DIN,C9E238938A98409DB2F15524021B07E0,DIN St52-3BK,,590,470,4,,206000,80000,0.3,7860,,Structural steel,
DIN,7771FA0D03754033B2E18BA6731562C3,DIN St60-2,,570,325,16,,206000,80000,0.3,7860,375,Structural steel,169
DIN,ADB03AA31129495E8E1FBC6F039C6B25,DIN St70-2,,670,355,11,,206000,80000,0.3,7860,437,Structural steel,197
DIN,2E35C06B85C746159D01D9ACC5F2E753,DIN Ck10,case-hardened,440,275,,,206000,80000,0.3,7860,1300,Case-hardening steel,670
DIN,EF9F8066CC454980B17BC7EFDC390D93,DIN Ck15,case-hardened,495,295,,,206000,80000,0.3,7860,1300,Case-hardening steel,670
DIN,8C6C540279BD498A99B82EDFF052CEBD,DIN Ck22,,500,300,22,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,D6D0B490B8B2419183D7BCF2129C43FC,DIN Ck25,,500,320,21,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,C514F71B343148CCA28673A84DE9AF95,DIN Ck30,,550,350,20,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,86B945E2C1724C33A3587436B716C7B2,DIN Ck35,,600,370,19,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,5C4FF234703545289EE19A0833101B5E,DIN Cf35,,580,360,19,,206000,80000,0.3,7860,,Hardening steel,
DIN,398C1E1FD3E04EDD8BFA0F64CA7DB4E3,DIN Ck40,heat treated,630,400,18,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,9E0DD94A67B54CDD9C790D1BF3907F4D,DIN Ck45,normalized,535,320,16,,206000,80000,0.3,7860,337,Heat-treatment steel,152
DIN,87E9DC38DF644E869AFDDA1DC8DFF406,DIN Ck45,heat treated,650,430,16,,206000,80000,0.3,7860,426,Heat-treatment steel,192
DIN,1BB6F38364A249D0BE83019F28A7D732,DIN Cf45,,660,410,16,,206000,80000,0.3,7860,,Hardening steel,
DIN,4A9342B25BD74BD2A1DA32574D54326B,DIN Ck50,face hardened,700,460,15,,206000,80000,0.3,7860,1210,Heat-treatment steel,610
DIN,BA9CC68145EA469B878B8F69081B1F75,DIN Cf53,,690,430,14,,206000,80000,0.3,7860,,Hardening steel,
DIN,BC22FCA532E240DF80FA93C5E93493FD,DIN Ck55,heat treated,750,500,14,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,AC779B077202436BB66B8EFAD451F5DD,DIN Ck60,normalized,680,400,13,,206000,80000,0.3,7860,420,Heat-treatment steel,190
DIN,817CE32212934D66984CD889FCAB0890,DIN Ck60,heat treated,800,520,13,,206000,80000,0.3,7860,480,Heat-treatment steel,225
DIN,F7F9DEA5FDFB45D39AA5E4035F90FA3D,DIN Ck60,nitro-carburized,800,520,13,,206000,80000,0.3,7860,1240,Heat-treatment steel,630
DIN,2EAB133B84AD44AA96A30F0218CDCE42,DIN 17Mn4,,460,290,22,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,FFBC4E94E5F448D3B038350B5D4F6092,DIN 28Mn6,,690,490,15,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,A5F18F6ADFDA486EAC6B0C9D6C414A9C,DIN 17Cr3,,590,340,13,,206000,80000,0.3,7860,,Case-hardening steel,
DIN,D46C2765CB1A45DABA3B8B320EA26CE4,DIN 34Cr4,,800,590,14,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,CBE804E8EDD24674B4845427E0D7F1E9,DIN 37Cr4,heat treated,850,630,13,,206000,80000,0.3,7860,590,Heat-treatment steel,270
DIN,79234A5681094DFEB5322196ED69FBB0,DIN 37Cr4,face hardened,850,630,13,,206000,80000,0.3,7860,1210,Heat-treatment steel,610
DIN,87E460E8514848A5979B5C0EE40875F7,DIN 37Cr4,nitro-case-hard.,1700,1300,13,,206000,80000,0.3,7860,1240,Heat-treatment steel,630
DIN,E296EBBDE42B41F79772BEFCD98C8FB2,DIN 38Cr4,,830,630,13,,206000,80000,0.3,7860,,Hardening steel,
DIN,018AB2D4F4BF4C059822204F2B34036B,DIN 41Cr4,,900,660,12,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,808F0457BD5048C6B243839C90D796E7,DIN 42Cr4,,880,670,12,,206000,80000,0.3,7860,,Hardening steel,
DIN,C6D2296C3D724B26843190B898FBEA66,DIN 37CrS4,,850,630,13,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,4355A43BF3624316B39C5E175EFAEE57,DIN 41CrS4,,880,665,12,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,23D1D92AC5F144C98FFC11C4F7F61F06,DIN 55Cr3,heat treated,1450,1270,6,,206000,80000,0.3,7860,,Spring steel,
DIN,E7E8267080CB49159F0667806C88FFAE,DIN 16MnCr5,case-hardened,900,680,10,,206000,80000,0.3,7860,1300,Case-hardening steel,670
DIN,A26ABE82DCCB41F882C7ADD8BE05D5A6,DIN 20MnCr5,,980,680,8,,206000,80000,0.3,7860,,Case-hardening steel,
DIN,18A461D0377E48D09A0A54EC633B1053,DIN 54SiCr6,heat treated,1370,1180,7,,206000,80000,0.3,7860,,Spring steel,
DIN,6149B8C0E9D9402F97F6FA4225A8C9A6,DIN 15Mo3,,440,270,24,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,548FA7C3DA3E4D77BA606B9FC2462B3E,DIN 13CrMo4,,450,295,20,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,3E35A028495C4529BE06B3BE70671837,DIN WTSt52-3,,490,345,22,,206000,80000,0.3,7860,,Structural steel,
DIN,BADCBF83DAE549AF971A538D56499070,DIN 25CrMo4,,800,600,14,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,F5DD0CE18CCA4AB0963DC070B3FDE622,DIN 34CrMo4,,900,650,12,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,62B92DCEAA254E9CACC84EBA2B3D62C2,DIN 42CrMo4,,1000,750,11,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,017E161FC1AB481BAA3085A93FBB348D,DIN 41CrMo4,,980,760,11,,206000,80000,0.3,7860,,Hardening steel,
DIN,A6CADCF413164B0BA1A25D170A349604,DIN 49CrMo4,,880,690,12,,206000,80000,0.3,7860,,Hardening steel,
DIN,AAB410FF9584401AB8D5496136B30582,DIN 30CrV9,nitrided,800,600,,,206000,80000,0.3,7860,1360,Nitrided steel,720
DIN,F602C0CB5D64499391D247D56AAC63C4,DIN 42CrV6,heat treated,980,850,,,206000,80000,0.3,7860,800,Heat-treatment steel,380
DIN,E6148F6E86804EA39789EB3C25E764B1,DIN 42CrV6,face hardened,980,850,,,206000,80000,0.3,7860,1210,Heat-treatment steel,610
DIN,2D0193ACC9B24753A7BF3C717ABB7297,DIN 50CrV4,heat treated,1370,1180,8,,206000,80000,0.3,7860,,Spring steel,
DIN,35908EEF82FA4FB0B26745D38E6F2869,DIN 10CrMo9-10,,480,300,18,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,106995BA190344E19AFB67748C8552D2,DIN 41CrAlMo7,,930,735,12,,206000,80000,0.3,7860,,Nitrided steel,
DIN,E69F23C5E3BB412D9DA061F86BD84B08,DIN 32CrMo12,,1230,1030,9,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,1148310FC45847F885F33111221D8935,DIN 31CrMo12,,1000,750,11,,206000,80000,0.3,7860,,Nitrided steel,
DIN,2D84CF3A0A1A488BAC8C15B9583815E9,DIN 17CrNiMo6,,1080,785,8,,206000,80000,0.3,7860,,Case-hardening steel,
DIN,F405DAFDFAA84640BA5DE23442FB6C64,DIN 10Ni14,,490,355,22,,206000,80000,0.3,7860,,Structural steel,
DIN,0BAB34FE953946D6B92D4AADB8484755,DIN 34CrNiMo6,,1100,900,10,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,D10071F738114EA3A8DAB3F35292FF5F,DIN 30CrNiMo8,,1250,1050,9,,206000,80000,0.3,7860,,Heat-treatment steel,
DIN,39CBE7CC69134E52A9F51BDF30DD2E23,DIN 12Ni19,,530,390,20,,206000,80000,0.3,7860,,Structural steel,
DIN,0E0A43E9812245E69548E949D588DAEE,DIN X8Ni9,,680,585,18,,206000,80000,0.3,7860,,Structural steel,
DIN,628657BBE8014D89827B813875ADAD00,DIN X6Cr13,,400,250,20,,206000,80000,0.3,7860,,Stainless steel,
DIN,295573032E8640EF91D5012A85CE17D1,DIN X6Cr17,,450,270,20,,206000,80000,0.3,7860,,Stainless steel,
DIN,6A48AEBF08924431B12DFDAB344CBEE9,DIN X10Cr13,,600,420,18,,206000,80000,0.3,7860,,Stainless steel,
DIN,DC25B5D2FCFC485A9EFBCAE206C76F27,DIN X20Cr13,,650,450,14,,206000,80000,0.3,7860,,Stainless steel,
DIN,5F3256712F114411887EEC9780C0D94F,DIN X30Cr13,,800,600,11,,206000,80000,0.3,7860,,Stainless steel,
DIN,203736B8838A4EE9BEA1883B9A95DBB8,DIN X45CrSi93,,900,700,14,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,6C4F4BDA088B4F36A8E809EDB80E04B3,DIN X6CrAl13,,400,250,20,,206000,80000,0.3,7860,,Stainless steel,
DIN,37C3E72BAF744E028DADFDE7E246961C,DIN X20CrNi172,,750,550,14,,206000,80000,0.3,7860,,Stainless steel,
DIN,B41AFDB601F440E9A14E47573E5892AF,DIN X85CrMoV182,,1000,800,7,,206000,80000,0.3,7860,,Stainless steel,
DIN,9B053F4E56E845EF8295E4A285397E0E,DIN X5CrNi1810,,500,195,45,,206000,80000,0.3,7860,,Stainless steel,
DIN,0A8BCDF382474A5EAA67736E4AFE8399,DIN X10CrNiS189,,500,195,35,,206000,80000,0.3,7860,,Stainless steel,
DIN,41074C92CC2E433EA5CE8790FBB0877F,DIN X6CrNiTi1810,,500,200,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,F4C192049277430C876F6626D3D46626,DIN X2CrNi1911,,460,180,45,,206000,80000,0.3,7860,,Stainless steel,
DIN,F69AEB2481DA4C0CB6D710A90ED5D243,DIN X2CrNiN1810,,550,270,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,3F4672A8B7E641D3ADD6704197F09BC4,DIN X5CrNiMo17122,,510,205,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,263AE97BC29342EE8CEB18991CFB1E52,DIN X6CrNiMoTi17122,,500,210,35,,206000,80000,0.3,7860,,Stainless steel,
DIN,8ED00023D84045898C15D0D060B8E14B,DIN X2CrNiMo17132,,490,190,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,1DC972DDDF644E2DA1DD6196F0F5CEB6,DIN X2CrNiMo18143,,490,190,35,,206000,80000,0.3,7860,,Stainless steel,
DIN,6363DF516C5D4E189029B7E6AAD1AC9F,DIN X5CrNiMo17133,,510,205,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,64D59CE9736142A6A95E9494EDA35736,DIN X2CrNiMoN17122,,580,280,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,AF88CF32573E4E10A619AEC9D9DC27B9,DIN X2CrNiMoN17133,,580,295,40,,206000,80000,0.3,7860,,Stainless steel,
DIN,B6FF6CED94CD4037A777F44672FD1A20,DIN X2CrNiMoN17135,,580,285,35,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,EAAEB66F2BC64E3F85B747F1BB1C86D6,DIN X8CrMnNi188,,590,295,45,,206000,80000,0.3,7860,,Stainless steel,
DIN,73FFC08359D84E30961BBB085E50F5C3,DIN X53CrMnNiN219,,950,580,8,,206000,80000,0.3,7860,,Heat-resistant steel,
DIN,315D13BE33A64CD381800BBED59F1D98,DIN GG - 15,,150,150,,,85000,34000,0.25,7160,270,Grey cast iron,190
DIN,B9D2881D5CCF445E94B9D329EA0FC072,DIN GG - 20,,200,200,,,85000,34000,0.25,7160,340,Grey cast iron,210
DIN,39B4E041AEFE4513992D38FF49625B0C,DIN GG - 25,,250,250,,,85000,34000,0.25,7160,400,Grey cast iron,230
DIN,421CD252FD114CF59B4B1EA2BDA1E792,DIN GG - 30,,300,300,,,85000,34000,0.25,7160,460,Grey cast iron,250
DIN,671C969C73D845AB99728BAEFF4FE7BA,DIN GG - 35,,350,350,,,85000,34000,0.25,7160,520,Grey cast iron,260
DIN,B4E67D1F8B5C4102929F06003EC9D570,DIN GGG - 50,,500,320,,,169000,70000,0.2,7160,400,Nodular cast iron,180
DIN,F22AF5BA4B864B409D0617B664502E51,DIN GGG - 60,,600,370,,,169000,70000,0.2,7160,480,Nodular cast iron,210
DIN,D2E88FD9BB6849A69C01DEAF48A64170,DIN GGG - 70,,700,420,,,169000,70000,0.2,7160,560,Nodular cast iron,230
DIN,7C0C12B6DF9F4687B8A3D2426801747B,DIN GGG - 80,,800,480,,,169000,70000,0.2,7160,600,Nodular cast iron,240
DIN,19680BEF68984882AAEAAC894650F1C5,DIN GTS - 40,,400,180,4,,160000,64000,0.27,7160,300,Malleable cast iron,220
